Risk_A,Risk_B,Risk_C,Risk_D,RiSk_E,Prob,Score,CONTROL_RISK,MONEY_Marks,Loss,label
0.062,0.138,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.122,0.616,1.0,0.114,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.052,0.034,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.146,0.01,1.0,2.456,1.2,0.2,2.6,1.2,4.0,0.0,1.0
0.0,0.0,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.508,0.404,1.0,0.23,0.4,0.2,2.8,0.4,2.0,0.0,0.0
0.648,0.098,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.616,0.092,1.0,0.114,0.4,0.2,2.2,0.4,2.0,0.0,0.0
1.308,0.186,1.0,0.0,1.2,0.2,2.8,1.2,2.0,0.0,1.0
4.554,0.588,2.2,21.774,1.2,0.2,4.2,1.2,6.0,0.0,1.0
0.152,0.068,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.076,0.17,1.0,0.008,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.516,0.026,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.796,0.126,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.004,0.01,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.028,0.016,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.018,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.002,0.0014,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.034,0.008,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.664,0.166,1.0,0.062,1.2,0.2,2.6,1.2,2.0,0.0,1.0
0.1,0.008,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.18,0.058,1.0,0.244,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.0,0.0,1.0,0.046,1.2,0.2,2.4,1.2,2.0,0.0,1.0
34.218,80.598,1.0,506.622,0.4,0.2,4.0,0.4,6.0,0.0,1.0
0.116,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.608,0.0,1.0,2.784,0.4,0.2,2.4,0.4,4.0,0.0,0.0
0.18,0.0,1.0,0.39,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.476,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.106,0.0,1.0,0.466,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.186,0.0,1.0,0.022,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.756,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.684,0.0,1.0,0.018,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.152,0.0,1.0,2.992,0.4,0.2,2.2,0.4,4.0,0.0,0.0
0.192,0.0,1.0,3.78,0.4,0.2,2.2,0.4,4.0,0.0,1.0
0.504,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.058,0.0,1.0,0.012,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.508,0.0,1.0,0.554,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.536,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.112,0.0,1.0,0.35,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.172,0.0,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.648,0.0,1.0,0.0,1.2,0.2,2.6,1.2,2.0,0.0,1.0
1.812,0.0,1.0,0.0,1.2,0.2,2.8,1.2,2.0,0.0,1.0
0.118,0.0,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.44,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.412,0.0,1.0,16.368,0.4,0.2,2.6,0.4,6.0,0.0,1.0
0.132,0.0,1.0,0.146,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.508,0.0,1.0,105.54,0.4,0.2,2.6,0.4,6.0,0.0,1.0
0.086,0.0,1.0,8.124,0.4,0.2,2.4,0.4,6.0,0.0,1.0
0.66,0.0,1.0,0.002,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.56,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.456,0.0,1.0,25.092,0.4,0.2,2.6,0.4,6.0,0.0,1.0
0.09,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.12,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.17,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.476,0.0,1.0,17.856,0.4,0.2,2.6,0.4,6.0,0.0,1.0
0.492,0.0,1.0,0.022,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.448,0.0,1.0,0.01,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.612,0.0,1.0,0.006,0.8,0.2,2.4,0.8,2.0,0.0,0.0
0.154,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.112,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.728,0.0,1.0,51.078,0.8,0.2,2.8,0.8,6.0,0.0,1.0
0.088,0.0,1.0,0.008,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.584,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.448,0.0,1.0,6.588,0.4,0.2,2.6,0.4,6.0,0.0,1.0
0.624,0.0,1.0,0.02,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
6.744,5.694,2.2,103.812,0.4,0.2,4.4,0.4,6.0,0.0,1.0
2.22,0.0,1.0,0.024,0.4,0.2,2.4,0.4,2.0,0.0,0.0
5.118,0.032,1.0,0.104,0.8,0.2,2.6,0.8,2.0,1.0,1.0
0.094,0.636,1.0,0.248,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.19,0.532,1.0,0.014,0.8,0.2,2.8,0.8,2.0,0.0,1.0
7.89,0.652,1.0,0.238,0.8,0.2,3.2,0.8,2.0,0.0,1.0
1.902,0.088,1.0,0.0,0.8,0.2,2.6,0.8,2.0,0.0,1.0
4.212,0.708,1.0,0.0,0.8,0.2,3.2,0.8,2.0,0.0,1.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.19,0.0,1.0,0.026,1.6,0.2,2.4,1.6,2.0,1.0,1.0
0.0,0.0,1.0,6.318,0.8,0.2,2.6,0.8,6.0,0.0,1.0
5.514,2.52,1.0,0.104,0.4,0.2,3.6,0.4,2.0,0.0,1.0
5.484,0.488,1.0,0.0,1.2,0.2,3.4,1.2,2.0,0.0,1.0
0.052,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
1.83,0.01,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.112,43.2,1.0,0.102,0.4,0.2,3.2,0.4,2.0,0.0,1.0
1.776,0.03,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
1.488,0.0,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
5.964,0.088,1.0,0.03,0.4,0.2,2.4,0.4,2.0,0.0,1.0
3.078,0.018,1.0,0.002,0.4,0.2,2.4,0.4,2.0,0.0,0.0
1.494,0.058,1.0,0.098,0.4,0.2,2.4,0.4,2.0,0.0,0.0
4.332,0.056,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,1.0
0.142,0.132,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
11.526,1.482,1.0,0.0,1.2,0.2,4.0,1.2,2.0,0.0,1.0
0.036,0.0,1.0,0.0,2.4,0.2,2.6,2.4,2.0,1.0,1.0
3.54,0.0,1.0,0.148,2.4,0.2,3.0,2.4,2.0,1.0,1.0
2.424,0.0,1.0,0.158,1.2,0.2,2.8,1.2,2.0,0.0,1.0
1.686,0.022,1.0,11.67,1.2,0.2,3.2,1.2,6.0,0.0,1.0
3.522,0.0,1.0,0.088,1.2,0.2,2.8,1.2,2.0,0.0,1.0
0.7,0.0,1.0,0.07,1.2,0.2,2.6,1.2,2.0,0.0,1.0
1.23,0.0,1.0,0.706,1.2,0.2,2.8,1.2,2.0,0.0,1.0
0.0,0.0,1.0,0.008,2.4,0.2,2.6,2.4,2.0,1.0,1.0
2.202,0.036,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.128,0.19,1.0,0.0,0.4,0.4,2.2,0.8,2.0,0.0,0.0
4.422,0.656,1.0,0.016,0.4,0.2,3.0,0.4,2.0,0.0,1.0
6.474,0.134,1.0,0.008,0.4,0.2,2.4,0.4,2.0,0.0,1.0
6.012,0.19,1.0,0.086,0.4,0.2,2.4,0.4,2.0,0.0,1.0
0.088,0.124,1.0,0.128,0.4,0.2,2.0,0.4,2.0,0.0,0.0
1.734,0.022,1.0,0.008,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.12,0.456,1.0,0.086,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.158,0.404,1.0,0.114,0.4,0.2,2.6,0.4,2.0,0.0,0.0
1.956,0.072,1.0,0.004,0.4,0.2,2.4,0.4,2.0,0.0,0.0
5.364,0.528,1.0,0.004,0.4,0.2,3.0,0.4,2.0,0.0,1.0
2.76,0.468,1.0,0.008,0.4,0.2,3.0,0.4,2.0,0.0,0.0
4.206,0.448,1.0,0.02,0.4,0.2,3.0,0.4,2.0,0.0,1.0
0.416,0.182,1.0,0.074,0.4,0.2,2.2,0.4,2.0,0.0,0.0
1.686,0.082,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.14,0.12,1.0,0.102,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.156,0.194,1.0,0.194,0.4,0.2,2.0,0.4,2.0,0.0,0.0
4.254,0.78,1.0,0.0,0.4,0.2,3.0,0.4,2.0,0.0,1.0
0.556,0.44,1.0,0.0,0.4,0.2,2.8,0.4,2.0,0.0,0.0
1.476,0.074,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
1.488,0.02,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.512,0.7,1.0,0.0,0.4,0.2,2.8,0.4,2.0,0.0,0.0
2.298,0.056,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
2.244,0.11,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
6.864,0.564,1.0,0.008,0.4,0.2,3.0,0.4,2.0,0.0,1.0
2.994,0.128,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
4.95,0.636,1.0,0.004,0.4,0.2,3.0,0.4,2.0,0.0,1.0
0.05,0.72,1.0,0.148,0.4,0.2,2.6,0.4,2.0,0.0,0.0
4.32,0.086,1.0,0.002,0.4,0.2,2.4,0.4,2.0,0.0,1.0
0.146,0.496,1.0,0.04,0.4,0.2,2.6,0.4,2.0,0.0,0.0
3.12,0.0,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.464,0.0,1.0,0.022,1.2,0.2,2.6,1.2,2.0,0.0,1.0
0.0,0.0,1.0,0.038,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.13,0.006,1.0,0.028,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.158,0.0,1.0,0.708,0.4,0.2,2.0,0.4,2.0,0.0,0.0
1.968,0.05,1.0,0.008,1.2,0.2,2.8,1.2,2.0,0.0,1.0
0.18,0.0,1.0,0.026,1.2,0.2,2.4,1.2,2.0,0.0,1.0
3.0,0.108,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
4.242,0.144,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,1.0
0.432,0.792,1.0,0.784,0.4,0.2,2.8,0.4,2.0,0.0,0.0
2.076,0.018,1.0,0.012,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.12,0.432,1.0,0.066,0.4,0.2,2.6,0.4,2.0,0.0,0.0
2.352,0.432,1.0,0.0,0.4,0.2,3.0,0.4,2.0,0.0,0.0
4.704,1.686,1.0,0.0,0.8,0.2,3.8,0.8,2.0,1.0,1.0
0.198,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.034,0.022,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
27.138,21.708,1.0,0.0,1.2,0.2,4.0,1.2,2.0,0.0,1.0
0.676,0.042,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.036,0.126,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.002,0.182,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.176,0.6,1.0,0.038,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.468,0.03,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.0,0.0,1.0,0.04,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.198,0.022,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.042,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
1.32,0.056,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
1.986,0.034,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
1.458,0.054,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
8.346,0.1,1.0,0.038,0.4,0.2,2.4,0.4,2.0,0.0,1.0
0.684,0.0,3.9,53.04,2.4,0.6,4.4,4.8,6.0,0.0,1.0
0.452,2.31,3.9,12.534,1.2,0.2,5.0,1.2,6.0,0.0,1.0
10.518,0.0,3.9,56.85,1.2,0.6,4.4,3.6,6.0,0.0,1.0
0.112,0.14,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.112,0.016,1.0,0.01,1.2,0.2,2.4,1.2,2.0,0.0,1.0
2.37,0.0,2.2,50.376,1.2,0.4,3.8,1.6,6.0,0.0,1.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
12.39,0.0,3.6,238.386,1.2,0.4,4.2,1.6,6.0,0.0,1.0
2.238,1.692,3.6,96.246,1.2,0.2,5.2,1.2,6.0,0.0,1.0
0.0,0.0,1.0,14.382,1.2,0.2,2.8,1.2,6.0,0.0,1.0
1.512,12.168,1.0,42.336,1.2,0.2,4.4,1.2,6.0,0.0,1.0
1.884,3.408,2.2,6.798,0.8,0.2,4.6,0.8,6.0,0.0,1.0
0.176,0.428,1.0,0.152,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.16,0.164,1.0,0.264,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.14,0.144,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.078,1.0,0.048,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.066,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.056,0.032,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.038,0.054,1.0,0.13,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.106,0.124,1.0,0.002,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.092,0.176,1.0,0.116,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.062,0.056,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
51.0,0.424,1.0,0.0,1.2,0.2,3.4,1.2,2.0,0.0,1.0
0.15,0.18,1.0,0.28,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.17,0.186,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.068,0.072,1.0,0.006,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.132,0.162,1.0,0.006,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.118,0.138,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.122,0.126,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.144,0.16,1.0,0.004,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.074,0.02,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.124,0.142,1.0,0.016,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.196,0.456,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.064,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.112,0.126,1.0,0.018,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.108,0.112,1.0,0.16,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.126,0.138,1.0,0.064,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.074,0.092,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.058,0.066,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.134,0.152,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.086,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.134,0.15,1.0,0.078,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.168,0.436,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.104,0.136,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.076,0.096,1.0,0.066,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.038,0.046,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.054,0.07,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.068,0.054,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.004,0.132,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.006,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.776,4.014,2.2,7.98,1.2,0.4,4.8,1.6,6.0,0.0,1.0
0.0,0.0,1.0,0.058,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.66,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.054,0.0,1.0,9.654,0.4,0.2,2.4,0.4,6.0,0.0,1.0
0.0,0.0,1.0,0.288,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.006,0.0,1.0,0.332,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.038,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.14,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.01,0.0,1.0,0.126,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.186,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.006,0.0,1.0,0.244,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.24,0.8,0.2,2.2,0.8,2.0,1.0,0.0
0.002,0.022,1.0,0.206,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.572,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.006,0.0,1.0,0.31,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.478,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.014,0.0,1.0,6.24,0.4,0.2,2.4,0.4,6.0,0.0,1.0
0.0,0.0,1.0,0.26,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.062,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.03,0.0,1.0,0.01,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.002,0.0,1.0,0.12,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.03,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.04,0.056,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.012,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.06,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.058,0.0,1.0,0.008,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.096,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.078,0.078,1.0,0.034,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.042,0.0,1.0,0.066,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.084,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.008,0.0,1.0,0.044,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.044,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.058,0.078,2.2,0.01,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.0,0.784,1.0,0.08,0.4,0.2,2.6,0.4,2.0,0.0,0.0
1.344,4.356,1.0,0.048,0.4,0.2,3.6,0.4,2.0,0.0,1.0
0.124,0.084,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.68,3.546,1.0,0.736,0.8,0.2,3.6,0.8,2.0,0.0,1.0
0.19,0.144,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.0,0.0,2.2,51.03,1.2,0.2,3.2,1.2,6.0,0.0,1.0
1.554,67.14,1.0,3.388,1.2,0.2,4.2,1.2,4.0,0.0,1.0
3.888,25.848,1.0,151.872,1.2,0.6,4.8,2.4,6.0,0.0,1.0
0.48,0.108,1.0,0.09,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.052,0.042,1.0,0.01,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.14,0.038,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.636,0.026,1.0,0.022,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.004,0.4,0.2,2.0,0.4,2.0,0.0,0.0
1.884,2.982,1.0,2.564,0.4,0.4,4.0,0.8,4.0,0.0,1.0
0.136,0.588,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.134,0.684,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
1.524,3.312,1.0,0.098,0.4,0.2,3.6,0.4,2.0,0.0,1.0
0.736,2.55,1.0,0.164,0.4,0.2,3.4,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
1.86,2.796,1.0,0.118,0.4,0.2,3.6,0.4,2.0,0.0,1.0
0.158,0.092,1.0,0.056,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.076,0.018,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
1.446,2.814,1.0,0.05,0.4,0.2,3.6,0.4,2.0,0.0,1.0
0.504,0.632,1.0,2.6,0.4,0.2,3.0,0.4,4.0,0.0,1.0
0.12,0.092,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.496,1.362,1.0,0.0,1.2,0.2,3.8,1.2,2.0,0.0,1.0
0.0,0.0,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.00012,0.444,1.0,0.0,1.2,0.2,3.0,1.2,2.0,0.0,1.0
0.596,1.404,1.0,0.05,0.4,0.2,3.4,0.4,2.0,0.0,0.0
0.508,1.2,1.0,0.036,0.4,0.2,3.4,0.4,2.0,0.0,0.0
1.452,2.118,1.0,2.524,0.4,0.2,3.8,0.4,4.0,0.0,1.0
0.138,0.162,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.74,2.496,1.0,0.102,0.4,0.2,3.4,0.4,2.0,0.0,0.0
0.74,2.496,1.0,0.33,0.4,0.2,3.4,0.4,2.0,0.0,0.0
1.47,3.282,1.0,2.244,0.4,0.2,3.8,0.4,4.0,0.0,1.0
0.108,0.134,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.58,3.474,1.0,0.138,0.4,0.2,3.4,0.4,2.0,0.0,1.0
0.168,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.022,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.098,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.082,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.112,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.174,0.0,1.0,0.02,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.1,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.004,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.076,0.098,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.006,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.034,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.168,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.098,2.868,1.0,0.0,0.4,0.2,3.2,0.4,2.0,0.0,0.0
0.134,0.082,1.0,0.198,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.09,4.962,1.0,3.772,0.8,0.2,3.6,0.8,4.0,0.0,1.0
0.0,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.136,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.198,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.058,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,0.0,0.0
0.668,0.0,1.0,0.012,0.8,0.2,2.4,0.8,2.0,0.0,0.0
